,title,overview,genre_names
2155,The Mortuary Collection,"In the phantasmagorical town of Raven's End, a misguided young girl takes refuge in a decrepit old mortuary. The eccentric undertaker chronicles the strange history of the town through a series of twisted tales, each more terrifying than the last, but the young girl's world is unhinged when she discovers that the final story... is her own.","['Fantasy', 'Horror']"
2156,Antiporno,Young artist Kyoko wreaks havoc on everyone that she encounters when Japan's oldest major movie studio asks a batch of venerable filmmakers to revive its high-brow soft-core Roman Porno series.,"['Drama', 'Mystery']"
2157,The Clan,"In Argentina, between 1982 and 1985, the Puccios, a well-established family of San Isidro, an upper-class suburb of Buenos Aires, kidnap several people and hold them as hostages for a ransom.","['Drama', 'History', 'Crime']"
2158,Sleepless in Seattle,"When Sam Baldwin's wife dies, he is left to bring up his eight-year-old son Jonah alone, and decides to move to Seattle to make a new start. On Christmas Eve, Jonah rings a radio phone-in with his Christmas wish to find a new wife for his dad. Meanwhile in Baltimore, journalist Annie Reed, who is having doubts about her own relationship, is listening in.","['Comedy', 'Drama', 'Romance']"
2159,Memphis Belle,"The ""Memphis Belle"" is a World War II bomber, piloted by a young crew on dangerous bombing raids into Europe. The crew only have to make one more bombing raid before they have finished their duty and can go home. In the briefing before their last flight, the crew discover that the target for the day is Dresden, a heavily-defended city that invariably causes many Allied casualties","['Drama', 'War', 'Action']"
2160,Pretty in Pink,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.","['Romance', 'Drama', 'Comedy']"
2161,"See No Evil, Hear No Evil","A murder takes place in the shop of David Lyons, a deaf man who fails to hear the gunshot being fired. Outside, blind man Wally Karue hears the shot but cannot see the perpetrator. Both are arrested, but escape to form an unlikely partnership. Being chased by both the law AND the original killers, can the pair work together to outwit them all?","['Comedy', 'Crime']"
2162,Oliver Twist,"Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.","['Crime', 'Drama', 'Family']"
2163,Dumb Money,"Vlogger Keith Gill sinks his life savings into GameStop stock and posts about it. When social media starts blowing up, so do his life and the lives of everyone following him. As a stock tip becomes a movement, everyone gets rich—until the billionaires fight back, and both sides find their worlds turned upside down.","['History', 'Comedy', 'Drama']"
2164,Batman: Soul of the Dragon,"Bruce Wayne faces a deadly menace from his past, with the help of three former classmates: world-renowned martial artists Richard Dragon, Ben Turner and Lady Shiva.","['Animation', 'Action', 'Adventure', 'Crime', 'Fantasy']"
2165,Bad Tales,"In a small suburb on the outskirts of Rome, the cheerful heat of summer camouflages a stifling atmosphere of alienation. From a distance, the families seem normal, but it’s an illusion: in the houses, courtyards and gardens, silence shrouds the subtle sadism of the fathers, the passivity of the mothers and the guilty indifference of adults. But it’s the desperation and repressed rage of the children that will explode and cut through this grotesque façade, with devastating consequences for the entire community.",['Drama']
2166,Twitches Too,"Reunited witch twins Camryn and Alex adjust to their new life as supernatural beings while at the same time trying to maintain a normal existence in this sequel to the magical Disney Channel original movie Twitches. But they soon find themselves going head to head with the forces of darkness that threaten to destroy their world. Luckily, their birth mother, the powerful Miranda, is on hand to help out.","['Drama', 'Family', 'Fantasy', 'TV Movie']"
2167,Fletch,"When investigative reporter Irwin ""Fletch"" Fletcher goes undercover to write a piece on the drug trade at a local beach, he's approached by wealthy businessman Alan Stanwyk, who offers him $50,000 to murder him. With sarcastic wit and a knack for disguises, Fletch sets out to uncover Stanwyk's story.","['Comedy', 'Crime', 'Mystery']"
2168,Bad Samaritan,"A thief makes a disturbing discovery in the house where he breaks in. Later, when he returns to the same house with his partner in crime, things are no longer how he expected.","['Thriller', 'Crime', 'Horror']"
2169,Tu la conosci Claudia?,Claudia is married with dull Giovanni. Meek Giacomo is happily divorced until he meets her. Aldo is a colorful cabbie with whom she had an affair. Who will Claudia choose?,['Comedy']
2170,Nymphomaniac: Vol. II,The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,"['Drama', 'Mystery']"
2171,Sisters,"Inquisitive journalist Grace Collier is horrified when she witnesses her neighbor, fashion model Danielle Breton, violently murder a man. Panicking, she calls the police. But when the detective arrives at the scene and finds nothing amiss, Grace is forced to take matters into her own hands. Her first move is to recruit private investigator Joseph Larch, who helps her to uncover a secret about Danielle's past that has them both seeing double.","['Thriller', 'Horror', 'Mystery']"
2172,Henry: Portrait of a Serial Killer,"Henry likes to kill people, in different ways each time. Henry shares an apartment with Otis. When Otis' sister comes to stay, we see both sides of Henry: ""the guy next door"" and the serial killer.","['Crime', 'Horror', 'Thriller']"
2173,Scanners,"After a man with extraordinary—and frighteningly destructive—telepathic abilities is nabbed by agents from a mysterious rogue corporation, he discovers he is far from the only possessor of such strange powers, and that some of the other “scanners” have their minds set on world domination, while others are trying to stop them.","['Science Fiction', 'Horror']"
2174,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.","['Horror', 'Thriller', 'Mystery']"
2175,Long Shot,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers.","['Comedy', 'Romance']"
2176,Machine Gun Preacher,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.","['Action', 'Thriller', 'Crime']"
2177,Dragon Ball Z: Dead Zone,"In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.","['Animation', 'Action', 'Fantasy']"
2178,Inside,"Four months after the death of her husband, a woman on the brink of motherhood is tormented in her home by a strange woman who wants her unborn baby.",['Horror']
2179,Death Sentence,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.","['Action', 'Crime', 'Drama', 'Thriller']"
2180,Mission: Impossible III,"Retired from active duty, and training recruits for the Impossible Mission Force, agent Ethan Hunt faces the toughest foe of his career: Owen Davian, an international broker of arms and information, who is as cunning as he is ruthless. Davian emerges to threaten Hunt and all that he holds dear -- including the woman Hunt loves.","['Adventure', 'Action', 'Thriller']"
2181,Beau Is Afraid,A  man goes on a journey to visit his mother.,"['Comedy', 'Adventure', 'Fantasy']"
2182,Hush,A deaf woman is stalked by a psychotic killer in her secluded home.,"['Horror', 'Thriller']"
2183,The Messenger,"Will Montgomery, a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone, to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson, to whom he has delivered news of her husband’s death.","['Drama', 'Romance']"
2184,Oliver & Company,"This animated take on Oliver Twist re-imagines Oliver as an adorable orphaned kitten who struggles to survive in New York City and falls in with a band of canine criminals led by an evil human. First, Oliver meets Dodger, a carefree mutt with street savoir faire. But when Oliver meets wealthy Jenny on one of the gang's thieving missions, his life changes forever.","['Animation', 'Comedy', 'Family']"
2185,Serial Mom,"Beverly is the perfect happy homemaker, along with her doting husband and two children, but this nuclear family just might explode when her fascination with serial killers collides with her ever-so-proper code of ethics.","['Comedy', 'Crime']"
2186,Brotherhood of the Wolf,"In 18th century France, the Chevalier de Fronsac and his Native American friend Mani are sent by the King to the Gevaudan province to investigate the killings of hundreds by a mysterious beast.","['Adventure', 'Horror', 'Action', 'History']"
2187,The Devil's Rejects,"The murderous, backwoods Firefly family take to the road to escape the vengeful Sheriff Wydell, who is not afraid of being as ruthless as his target.","['Drama', 'Horror', 'Crime']"
2188,Retribution,"When a mysterious caller puts a bomb under his car seat, Matt Turner begins a high-speed chase across the city to complete a specific series of tasks- all with his kids trapped in the back seat.",['Thriller']
2189,"Don't Worry, He Won't Get Far on Foot","On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life.","['Comedy', 'Drama']"
2190,Welcome to the South,"Alberto (Claudio Bisio), post office manager of a small town in Brianza, under pressure of his wife Sylvia (Angela Finocchiaro), is willing to do anything to get the transfer to Milan. Even pretending to be disabled to climb in the ranking. But the trick does not work and as punishment, he is transferred in a small town in Campania, which to an inhabitant of the north is equivalent to a nightmare ...",['Comedy']
2191,Kung Fu Panda: Secrets of the Furious Five,"Ordered to teach a martial arts class of rambunctious bunny kittens, Po tells stories of each of the Furious Five's pasts.","['Animation', 'Family', 'Action']"
2192,Emily the Criminal,"Desperate for income, Emily takes a shady gig buying goods with stolen credit cards supplied by a charismatic middleman named Youcef. Seduced by the quick cash and illicit thrills, they hatch a plan to take their business to the next level.","['Crime', 'Drama', 'Thriller']"
2193,Guava Island,"Deni Maroon, a musician and dock worker is determined to pull off a music festival against the interests of the local factory owner.","['Comedy', 'Thriller', 'Music']"
2194,Camp X-Ray,"A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.",['Drama']
2195,Tinker Bell and the Great Fairy Rescue,"During a summer stay on the mainland, Tinker Bell is accidentally discovered while investigating a little girl's fairy house. As the other fairies, led by the brash Vidia, launch a daring rescue in the middle of a fierce storm, Tink develops a special bond with the lonely, little girl.","['Animation', 'Adventure', 'Family', 'Fantasy']"
2196,Local Hero,An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.,"['Comedy', 'Drama']"
2197,The First Wives Club,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",['Comedy']
2198,The Fog,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.","['Horror', 'Mystery', 'Thriller']"
2199,Ocean's Thirteen,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.","['Crime', 'Thriller']"
2200,Bumblebee,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.  When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.","['Action', 'Adventure', 'Science Fiction']"
2201,Escape Plan,"Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.","['Action', 'Thriller']"
2202,Dragon Ball Z: Broly - Second Coming,"A Saiyan Space pod crash-lands on Earth out of which a wounded Saiyan crawls: Broly, the Legendary Super Saiyan. The wounded Broly shouts out in frustration and turns into normal form. The place soon freezes, trapping him in it and he falls into a coma.","['Animation', 'Action', 'Science Fiction']"
2203,Paulie,"Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey.","['Comedy', 'Family']"
2204,Clockers,"Strike is a young city drug pusher under the tutelage of drug lord Rodney Little. When a night manager at a fast-food restaurant is found with four bullets in his body, Strike’s older brother turns himself in as the killer. Detective Rocco Klein doesn’t buy the story, however, setting out to find the truth, and it seems that all the fingers point toward Strike & Rodney.","['Mystery', 'Crime', 'Drama']"
2205,The Girl Next Door,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.","['Comedy', 'Romance']"
2206,Kinky Boots,"Charles Price may have grown up with his father in the family shoe business in Northampton, central England, but he never thought that he would take his father's place. Charles has a chance encounter with the flamboyant drag queen cabaret singer Lola and everything changes.","['Comedy', 'Drama', 'Music']"
2207,Black Beauty,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.","['Family', 'Adventure', 'Drama']"
2208,Silver Streak,"A somewhat daffy book editor on a rail trip from Los Angeles to Chicago thinks that he sees a murdered man thrown from the train. When he can find no one who will believe him, he starts doing some investigating of his own. But all that accomplishes is to get the killer after him.","['Comedy', 'Crime', 'Romance', 'Thriller']"
2209,Twitches,"Twins separated at birth, Camryn and Alex meet by chance for the first time on their 21st birthday and discover they're witches with the power to save their homeland of Coventry from the evil that threatens it. But when Camryn leaves Alex to face the darkness alone, will Coventry be doomed? Or will the sisters multiply their magic by standing together?","['Comedy', 'Drama', 'Family', 'Fantasy', 'TV Movie']"
2210,Cado dalle nubi,"An aspiring singer from southern Italy who's just been dumped moves north to Milan, where he falls in love and enters a TV singing competition show.",['Comedy']
2211,Elizabeth: The Golden Age,"When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard the lives of her people.","['Drama', 'History', 'Romance']"
2212,Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.","['Comedy', 'Crime', 'Drama']"
2213,Marvin's Room,A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.,['Drama']
2214,Hector and the Search for Happiness,"Hector is a quirky psychiatrist who has become increasingly tired of his humdrum life. As he tells his girlfriend, Clara, he feels like a fraud: he hasn’t really tasted life, and yet he’s offering advice to patients who are just not getting any happier. So Hector decides to break out of his deluded and routine driven life. Armed with buckets of courage and child-like curiosity, he embarks on a global quest in hopes of uncovering the elusive secret formula for true happiness. And so begins a larger than life adventure with riotously funny results.","['Adventure', 'Drama', 'Comedy']"
2215,Mr. Peabody & Sherman,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-machine is stolen and moments in history begin to be changed.","['Animation', 'Adventure', 'Family']"
2216,Uptown Girls,"Molly Gunn, the freewheeling daughter of a deceased rock legend, is forced to get a job when her manager steals her money. As nanny for precocious Ray, the oft ignored daughter of a music executive she learns what it means to be an adult while teaching Ray how to be a child.","['Comedy', 'Drama']"
2217,Wild Child,"Sixteen-year-old Poppy has everything her unlimited credit cards can buy, and a spoiled attitude to match. After a final thoughtless prank, her exasperated father ships her off to boarding school in England. There, Poppy meets her match in a stern headmistress and a class full of girls who will not tolerate her selfishness.","['Comedy', 'Drama', 'Romance']"
2218,White Fang,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,"['Action', 'Adventure', 'Drama', 'Family']"
2219,Road House,"The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's more than capable – busting the heads of troublemakers and turning the roadhouse into a jumping hot spot. But Dalton's romance with the gorgeous Dr. Clay puts him on the bad side of cutthroat local big shot Brad Wesley.","['Action', 'Thriller']"
2220,The Devil's Double,A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.,"['Drama', 'Action', 'Thriller', 'Crime', 'War']"
2221,Mighty Aphrodite,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.","['Comedy', 'Romance']"
2222,Ruby & Quentin,"After hiding his loot and getting thrown in jail, Ruby, a brooding outlaw encounters Quentin, a dim-witted and garrulous giant who befriends him. After Quentin botches a solo escape attempt, they make a break together. Unable to shake the clumsy Quentin Ruby is forced to take him along as he pursues his former partners in crime to avenge the death of the woman he loved and get to the money.","['Comedy', 'Crime']"
2223,Afterlife of the Party,A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.,"['Fantasy', 'Comedy', 'Drama']"
2224,Fractured,"Driving cross-country, Ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. After a frantic rush to the hospital and a clash with the check-in nurse, Ray is finally able to get her to a doctor. While the wife and daughter go downstairs for an MRI, Ray, exhausted, passes out in a chair in the lobby. Upon waking up, they have no record or knowledge of Ray's family ever being checked in.",['Thriller']
2225,Anna,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,"['Thriller', 'Action']"
2226,The Little Mermaid: Ariel's Beginning,"Follow Ariel's adventures before she gave up her fins for true love. When Ariel wasn't singing with her sisters, she spent time with her mother, Queen Athena. Ariel is devastated when Athena is killed by pirates, and after King Triton outlaws all singing. Along with pals Flounder and Sebastian, Ariel sets off in hopes of changing her father's decision to ban music from the kingdom.","['Family', 'Animation']"
2227,Demolition Man,"Simon Phoenix, a violent criminal cryogenically frozen in 1996, escapes during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor, who had also been cryogenically frozen after being wrongfully accused of killing 30 innocent people while apprehending Phoenix.","['Crime', 'Action', 'Science Fiction']"
2228,El Mariachi,"El Mariachi just wants to play his guitar and carry on the family tradition. Unfortunately, the town he tries to find work in has another visitor, a killer who carries his guns in a guitar case. The drug lord and his henchmen mistake el Mariachi for the killer, Azul, and chase him around town trying to kill him and get his guitar case.","['Action', 'Crime', 'Thriller', 'Western']"
2229,Anchorman: The Legend of Ron Burgundy,"It's the 1970s and San Diego anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",['Comedy']
2230,Superman: Doomsday,"When LexCorp accidentally unleashes a murderous creature, Superman meets his greatest challenge as a champion. Based on the ""The Death of Superman"" storyline that appeared in DC Comics' publications in the 1990s.","['Action', 'Animation', 'Science Fiction', 'Family']"
2231,Angels & Demons,"Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave.","['Thriller', 'Mystery']"
2232,Tag,"For one month every year, five highly competitive friends hit the ground running in a no-holds-barred game of tag they’ve been playing since the first grade. This year, the game coincides with the wedding of their only undefeated player, which should finally make him an easy target. But he knows they’re coming...and he’s ready.","['Comedy', 'Action']"
2233,Lord of the Flies,Following a plane crash a group of schoolboys find themselves on a deserted island. They appoint a leader and attempt to create an organized society for the sake of their survival. Democracy and order soon begin to crumble when a breakaway faction regresses to savagery with horrifying consequences.,"['Drama', 'Adventure', 'Thriller']"
2234,Mank,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.,"['Drama', 'History']"
2235,Border,"When a border guard with a sixth sense for identifying smugglers encounters the first person she cannot prove is guilty, she is forced to confront terrifying revelations about herself and humankind.","['Fantasy', 'Drama', 'Crime']"
2236,Return to Oz,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.","['Adventure', 'Family', 'Fantasy']"
2237,Dog Soldiers,"A band of soldiers is dispatched to war games deep in the woods. When they stumble across a rival team slaughtered in camp, they realize they're not alone.","['Horror', 'Action', 'Thriller']"
2238,The Cooler,"Bernie works at a Las Vegas casino, where he uses his innate ability to bring about misfortune in those around him to jinx gamblers into losing. His imposing boss, Shelly Kaplow, is happy with the arrangement. But Bernie finds unexpected happiness when he begins dating attractive waitress Natalie Belisario.","['Romance', 'Drama']"
2239,The Kingdom,A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,"['Thriller', 'Action', 'Drama']"
2240,Dikkenek,"Jean-Claude is a loud-mouthed, know-it-all and full time boor who is best friends with Stef, a self-styled lady killer who would do better with the fairer sex if he could work up the ambition to wake up in the morning. Stef has decided that he may need some help in finding the woman of his dreams, and embracing loyalty rather than logic he turns to Jean-Claude for advice.",['Comedy']
2241,Fifty Shades Freed,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.","['Drama', 'Romance']"
2242,Bottoms,Unpopular best friends PJ and Josie start a high school self-defense club to meet girls and lose their virginity. They soon find themselves in over their heads when the most popular students start beating each other up in the name of self-defense.,['Comedy']
2243,Goodnight Mommy,"In the heat of the summer lays a lonesome house in the countryside where nine year old twin brothers await their mother’s return.  When she comes home, bandaged after cosmetic surgery, nothing is like before and the children start to doubt whether this woman is actually who she says she is.","['Horror', 'Thriller', 'Mystery']"
2244,Narc,"When the trail goes cold on a murder investigation of a policeman, an undercover narcotics officer is lured back to the force to help solve the case.","['Crime', 'Drama', 'Mystery']"
2245,Wayne's World,"The adventures of two amiably aimless metal-head friends, Wayne and Garth. From Wayne's basement, the pair broadcast a talk-show called ""Wayne's World"" on local public access television. The show comes to the attention of a sleazy network executive who wants to produce a big-budget version of ""Wayne's World""—and he also wants Wayne's girlfriend, a rock singer named Cassandra. Wayne and Garth have to battle the executive not only to save their show, but also Cassandra.","['Comedy', 'Music']"
2246,Taxi,"In Marseilles (France), skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job.","['Comedy', 'Action', 'Crime', 'Adventure']"
2247,No One Will Save You,An exiled anxiety-ridden homebody must battle an alien who's found its way into her home.,"['Horror', 'Science Fiction', 'Thriller']"
2248,Home Team,"Two years after a Super Bowl win when NFL head coach Sean Payton is suspended, he goes back to his hometown and finds himself reconnecting with his 12-year-old son by coaching his Pop Warner football team.","['Family', 'Comedy', 'Drama']"
2249,Batman: Gotham Knight,A chronicle of Bruce Wayne's establishment and progression into Gotham City’s legendary caped crusader through 6 standalone episodes.,"['Science Fiction', 'Animation', 'Action', 'Crime', 'Thriller']"
2250,All Eyez on Me,"All Eyez on Me chronicles the life and legacy of Tupac Shakur, including his rise to superstardom as a hip-hop artist, actor, poet and activist, as well as his imprisonment and prolific, controversial time at Death Row Records. Against insurmountable odds, Tupac rose to become a cultural icon whose career and persona both continue to grow long after his passing.","['History', 'Drama', 'Music']"
2251,Going in Style,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.","['Crime', 'Comedy']"
2252,RED,"After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
2253,Operation Finale,"In 1960, a team of Israeli secret agents is deployed to find Adolf Eichmann, the infamous Nazi architect of the Holocaust, supposedly hidden in Argentina, and get him to Israel to be judged.","['Drama', 'History', 'Thriller']"
2254,Loving,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.","['Drama', 'Romance']"
2255,Julie & Julia,"Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.","['Romance', 'Drama']"
2256,Child's Play,An innocent-looking doll is inhabited by the soul of a serial killer who refuses to die.,['Horror']
2257,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.","['Romance', 'Drama', 'Comedy']"
2258,Secret Society of Second Born Royals,"Sam is a teenage royal rebel, second in line to the throne of the kingdom of Illyria. Just as her disinterest in the royal way of life is at an all-time high, she discovers she has super-human abilities and is invited to join a secret society of similar extraordinary second-born royals charged with keeping the world safe.","['Action', 'Adventure', 'Comedy', 'Fantasy']"
2259,The Current War,Electricity titans Thomas Edison and George Westinghouse compete to create a sustainable system and market it to the American people.,"['Drama', 'History']"
2260,Special Forces,"Afghanistan. War correspondent Elsa Casanova is taken hostage by the Taliban. Faced with her imminent execution, a Special Forces unit is dispatched to free her. In some of the world’s most breathtaking yet hostile landscapes, a relentless pursuit begins between her kidnappers who have no intention of letting their prey escape them and a group of soldiers who risk their lives in pursuit of their single aim – to bring her home alive. This strong, independent woman and these men of duty are thrown together and forced to confront situations of great danger that inextricably bind them – emotionally, violently and intimately.","['Action', 'Drama', 'War']"
2261,We Own the Night,A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.,"['Drama', 'Crime', 'Thriller']"
2262,I Am Mother,"A teenage girl is raised underground by a robot ""Mother"", designed to repopulate the earth following an extinction event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.","['Science Fiction', 'Thriller']"
2263,The Little Death,A comedy film that looks into the loosely connected lives of people with strange sexual fantasies.,"['Drama', 'Comedy', 'Romance']"
2264,The Mirror Has Two Faces,"Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.","['Comedy', 'Drama', 'Romance']"
2265,Marie Antoinette,"An Austrian teenager marries the Dauphin  of France and becomes that country's queen following the death of King Louis XV  in 1774. Years later, after a life of luxury and privilege, Marie Antoinette loses her head during the French Revolution.","['Drama', 'History']"
2266,From Hell,Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.,"['Horror', 'Mystery', 'Thriller']"
2267,Still Time,"Dante accidentally kisses Alice and they get engaged. After a surprise party for his 40th birthday, he wakes up a year later, not remembering what happened. Not only does he discover that Alice is pregnant... He feels time is passing too quickly and he starts forgetting some of the most important moments of his life.","['Romance', 'Comedy', 'Drama']"
2268,Heaven Is for Real,"The true story of the 4-year old son of a small-town pastor who, during emergency surgery, slips from consciousness and enters heaven. When he awakes, he recounts his experiences on the other side.",['Drama']
2269,Purple Rain,"A victim of his own anger, the Kid is a Minneapolis musician on the rise with his band, the Revolution, escaping a tumultuous home life through music. While trying to avoid making the same mistakes as his truculent father, the Kid navigates the club scene and a rocky relationship with a captivating singer, Apollonia. But another musician, Morris, looks to steal the Kid's spotlight -- and his girl.","['Drama', 'Music', 'Romance']"
2270,Magic Mike's Last Dance,"Mike Lane takes to the stage again after a lengthy hiatus, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. For what he hopes will be one last hurrah, Mike heads to London with a wealthy socialite who lures him with an offer he can’t refuse… and an agenda all her own. With everything on the line, once Mike discovers what she truly has in mind, will he—and the roster of hot new dancers he’ll have to whip into shape—be able to pull it off?","['Comedy', 'Drama', 'Romance']"
2271,Perfect Strangers,"During a lunar eclipse, seven friends gather for dinner and decide to play a game in which they must share with each other the content of every message, email or phone call they receive throughout the evening.","['Drama', 'Comedy']"
